209;42000;2R5CXYP;2024-04-07 15:02:22;1111111;1;
302;2000;346LNHD;2024-04-07 17:20:13;4444444;1;
419;5000;202MGN6;2024-04-07 17:26:04;0000000;3;
224;28000;4B1OJ2D;2024-04-07 20:42:45;4444444;1;
304;10000;PC6DQ2D;2024-04-07 23:25:27;2222222;1;
284;17000;ZH9ISGP;2024-04-08 02:38:57;4444444;1;
297;7000;9TD2IJX;2024-04-08 05:32:40;0000000;2;
290;3000;OKRF8ME;2024-04-08 08:06:05;3333333;1;
470;5000;C32ECDV;2024-04-08 13:12:45;0000000;3;
422;5000;MSVWSI0;2024-04-08 16:00:12;0000000;3;
193;46000;E0GPMM5;2024-04-08 16:34:31;3333333;1;
465;7000;6WNNLKG;2024-04-08 19:40:25;0000000;2;
244;25000;CKRDR5D;2024-04-08 21:03:03;1111111;1;
376;3500;73BF1NX;2024-04-08 22:37:56;0000000;4;
433;5000;W6EBOIY;2024-04-09 00:18:45;0000000;3;
417;5000;3WB018G;2024-04-09 01:37:18;0000000;3;
460;5000;8MLNS97;2024-04-09 02:45:46;0000000;3;
214;37000;SA6NKGC;2024-04-09 03:22:50;1111111;1;
204;34000;60128XS;2024-04-09 03:40:56;1111111;1;
388;7000;JP39PZM;2024-04-09 04:36:39;0000000;2;
299;3000;QWX06G0;2024-04-09 04:38:42;2222222;1;
372;7000;6KC2WY9;2024-04-09 05:17:59;0000000;2;
382;3500;YYI10W2;2024-04-09 08:01:13;0000000;4;
292;15000;3AIM902;2024-04-09 08:28:16;2222222;1;
191;3500;SPI739L;2024-04-09 11:58:37;0000000;4;
466;5000;RMJ7KJ1;2024-04-09 13:27:48;0000000;3;
273;45000;558MSIF;2024-04-09 15:47:28;1111111;1;
424;5000;6CRWT7X;2024-04-09 17:03:12;0000000;3;
280;3500;CKSLAFV;2024-04-09 17:37:39;0000000;4;
453;7000;25OOTX8;2024-04-09 18:22:33;0000000;2;
403;5000;95B68FC;2024-04-09 19:03:02;0000000;3;
198;24000;N0DW213;2024-04-09 19:08:54;1111111;1;
248;16000;98QYICL;2024-04-09 21:26:53;4444444;1;
394;3500;2XWC5XO;2024-04-09 22:51:44;0000000;4;
199;16000;N1ZYZVI;2024-04-09 22:58:13;4444444;1;
434;7000;VM3LO8G;2024-04-10 00:21:02;0000000;2;
189;26000;H7LG2FS;2024-04-10 00:34:42;3333333;1;
259;5000;JMF4E55;2024-04-10 01:40:50;0000000;3;
378;3500;K39W0T9;2024-04-10 07:12:51;0000000;4;
205;7000;V2JLFQA;2024-04-10 07:17:46;0000000;2;
252;49000;C373QRW;2024-04-10 09:01:35;1111111;1;
226;7000;FJGP7YB;2024-04-10 09:09:21;0000000;2;
383;7000;C1KVZNI;2024-04-10 09:15:26;0000000;2;
396;3500;J1W61EC;2024-04-10 09:18:41;0000000;4;
206;7000;J5J4TVR;2024-04-10 09:42:06;0000000;2;
435;5000;OEWDPHN;2024-04-10 12:42:56;0000000;3;
291;15000;IVM1I62;2024-04-10 14:50:19;4444444;1;
184;17000;2GHBJ0F;2024-04-10 16:09:10;2222222;1;
457;5000;GLT81ND;2024-04-10 18:50:14;0000000;3;
179;29000;QOP83L8;2024-04-10 19:25:35;4444444;1;
386;5000;DAD8RT3;2024-04-10 21:22:51;0000000;3;
288;28000;MNXNYEH;2024-04-11 00:17:34;3333333;1;
296;3000;VCGAO33;2024-04-11 00:21:55;4444444;1;
444;7000;O3SZRVY;2024-04-11 01:33:44;0000000;2;
442;5000;RYOJESP;2024-04-11 03:29:49;0000000;3;
305;20000;PF8DWPX;2024-04-11 03:54:17;1111111;1;
443;5000;X76BXM5;2024-04-11 04:38:40;0000000;3;
381;3500;L5N3E0Y;2024-04-11 04:46:35;0000000;4;
254;15000;QOXBVNI;2024-04-11 07:02:55;1111111;1;
247;19000;7B2FJYY;2024-04-11 10:16:19;3333333;1;
410;5000;OC90VSD;2024-04-11 11:49:55;0000000;3;
375;3500;O3Z3WIC;2024-04-11 12:08:28;0000000;4;
319;28000;TKB6FEF;2024-04-11 12:21:56;1111111;1;
398;7000;RZJ2NEN;2024-04-11 16:18:01;0000000;2;
255;46000;0SNM42D;2024-04-11 18:26:47;4444444;1;
431;7000;SXE9KW4;2024-04-11 19:50:24;0000000;2;
270;18000;TV9GA6Z;2024-04-11 20:21:31;3333333;1;
187;5000;6B27RAW;2024-04-11 20:57:30;0000000;3;
212;12000;62WHSCI;2024-04-11 21:07:55;4444444;1;
420;7000;JAM067V;2024-04-12 00:44:45;0000000;2;
390;7000;GRIZ1RY;2024-04-12 03:37:02;0000000;2;
197;39000;E8A8BO4;2024-04-12 06:24:22;2222222;1;
374;5000;BA0IXNG;2024-04-12 09:38:38;0000000;3;
231;31000;46ZR8F0;2024-04-12 09:42:42;3333333;1;
201;5000;BE7DIG4;2024-04-12 13:06:39;0000000;3;
263;1000;A01MVJO;2024-04-12 13:42:28;3333333;1;
295;20000;IO71XMI;2024-04-12 17:53:42;4444444;1;
441;7000;1MZ2RZF;2024-04-12 19:26:08;0000000;2;
200;7000;DMZKZMC;2024-04-12 20:09:27;2222222;1;
264;21000;7OLVM3F;2024-04-12 20:26:49;1111111;1;
310;7000;MGYCJKQ;2024-04-12 20:44:35;1111111;1;
379;7000;OQ43T43;2024-04-12 22:22:11;0000000;2;
253;34000;56KFDGZ;2024-04-12 22:53:32;4444444;1;
415;5000;IGMEZD6;2024-04-13 02:29:15;0000000;3;
399;7000;ZM7L6CD;2024-04-13 04:00:23;0000000;2;
207;3000;YMBFQAY;2024-04-13 06:49:43;1111111;1;
468;7000;G3VOQAV;2024-04-13 07:15:19;0000000;2;
392;5000;YTPAMNE;2024-04-13 10:12:06;0000000;3;
451;7000;O8BFVH9;2024-04-13 11:19:22;0000000;2;
317;47000;M8YTRMA;2024-04-13 11:31:27;3333333;1;
373;7000;O1MFYQL;2024-04-13 11:56:11;0000000;2;
461;5000;PX147PV;2024-04-13 12:06:36;0000000;3;
456;5000;VCLD2XX;2024-04-13 12:31:20;0000000;3;
233;3500;XE6L39O;2024-04-13 13:14:13;0000000;4;
243;3500;9BWPV1H;2024-04-13 13:25:12;0000000;4;
251;26000;AB2FO2M;2024-04-13 14:44:16;2222222;1;
285;45000;MQ2MIEJ;2024-04-13 15:42:16;2222222;1;
230;8000;AXWCL65;2024-04-13 18:03:01;3333333;1;
277;37000;BFTMZKJ;2024-04-13 18:29:42;1111111;1;
391;5000;M0H6G1K;2024-04-13 18:58:13;0000000;3;
301;24000;73IZ7B5;2024-04-13 20:42:07;2222222;1;
175;45000;FY5TQ7Y;2024-04-13 21:37:01;2222222;1;
407;3500;8DHDFIF;2024-04-13 22:21:36;0000000;4;
303;5000;L8W169G;2024-04-13 22:56:20;0000000;3;
258;9000;I1AS6EJ;2024-04-14 02:17:05;3333333;1;
266;3000;SA6Z6XH;2024-04-14 02:38:41;4444444;1;
300;11000;1E4PDED;2024-04-14 02:57:04;4444444;1;
313;34000;F0DDJX8;2024-04-14 03:55:40;3333333;1;
432;5000;P2GBEYW;2024-04-14 04:33:56;0000000;3;
195;18000;ZBTC52K;2024-04-14 07:34:00;1111111;1;
309;29000;HXPM3J3;2024-04-14 08:08:12;1111111;1;
211;7000;5HVVACF;2024-04-14 08:37:32;0000000;2;
458;5000;PLC4ZH7;2024-04-14 12:07:34;0000000;3;
172;42000;T3LJBVW;2024-04-14 12:36:39;3333333;1;
274;13000;P4S58NA;2024-04-14 12:57:12;2222222;1;
316;21000;2MR5VQ3;2024-04-14 18:28:24;2222222;1;
281;3500;LDJXEEK;2024-04-14 18:36:45;0000000;4;
272;21000;NNEZ1PV;2024-04-14 19:06:34;1111111;1;
293;33000;SBT2P5Q;2024-04-14 19:38:19;1111111;1;
467;7000;24WY1DB;2024-04-14 20:12:40;0000000;2;
298;9000;F0KORT0;2024-04-14 21:28:09;2222222;1;
406;7000;3M6H3Z5;2024-04-14 22:22:48;0000000;2;
240;6000;PIN3MI5;2024-04-14 22:43:01;2222222;1;
229;7000;C63IM7F;2024-04-15 02:15:58;1111111;1;
219;41000;MSZ1TTW;2024-04-15 02:30:39;3333333;1;
320;3500;K3HCP1X;2024-04-15 02:42:42;0000000;4;
401;3500;A118PSN;2024-04-15 03:02:21;0000000;4;
311;40000;YXVD6SP;2024-04-15 06:22:09;2222222;1;
261;18000;MKK7T3W;2024-04-15 06:25:36;2222222;1;
242;28000;PP2PZM7;2024-04-15 07:43:49;4444444;1;
178;22000;XQP6ZL5;2024-04-15 08:34:33;4444444;1;
308;24000;QMAWSW9;2024-04-15 09:11:40;3333333;1;
217;10000;3IARK42;2024-04-15 09:47:59;2222222;1;
180;38000;9B0818B;2024-04-15 13:03:44;3333333;1;
176;48000;2I7XGSF;2024-04-15 13:21:31;2222222;1;
455;5000;R22T8RV;2024-04-15 14:44:51;0000000;3;
228;32000;M80RMQP;2024-04-15 16:18:56;2222222;1;
183;14000;PW9ZO3A;2024-04-15 16:56:45;2222222;1;
225;41000;BKJ4BK3;2024-04-15 17:04:02;4444444;1;
397;7000;VOQDF6O;2024-04-15 20:34:47;0000000;2;
196;3500;Z4WH3CZ;2024-04-15 22:37:13;0000000;4;
377;3500;I5Q4FXS;2024-04-15 23:25:31;0000000;4;
208;32000;MFYAND1;2024-04-15 23:37:05;1111111;1;
271;7000;PAT657E;2024-04-16 01:09:42;4444444;1;
190;31000;R4AN9CP;2024-04-16 01:54:25;4444444;1;
227;48000;QD9FJ1R;2024-04-16 09:23:27;1111111;1;
257;5000;Y08XCQD;2024-04-16 09:33:23;0000000;3;
414;5000;LCZO5MT;2024-04-16 09:38:14;0000000;3;
384;3500;LWSDXW8;2024-04-16 09:41:20;0000000;4;
250;24000;CW9TVHK;2024-04-16 10:07:47;3333333;1;
215;6000;2TBJRPM;2024-04-16 10:33:03;2222222;1;
238;48000;3IQ2VIR;2024-04-16 11:54:53;2222222;1;
405;7000;1W5T5IV;2024-04-16 12:24:11;0000000;2;
450;5000;KABCZTI;2024-04-16 13:39:12;0000000;3;
232;3500;ZANT3GA;2024-04-16 15:06:06;0000000;4;
315;18000;JDF7YHE;2024-04-16 15:17:53;4444444;1;
306;37000;2Y31S7W;2024-04-16 17:33:50;3333333;1;
234;7000;N1I5N9I;2024-04-16 18:28:04;0000000;2;
265;42000;KZC7Z9A;2024-04-16 21:42:54;4444444;1;
